source,relation,target
276247002,INTERPRETS,3850002
281144009,IS_A,106131003
281144009,INTERPRETS,285854004
281144009,INTERPRETS,3850002
286644009,IS_A,106131003
286644009,INTERPRETS,285854004
286644009,INTERPRETS,3850002
61387006,IS_A,48694002
61387006,IS_A,286644009
61387006,INTERPRETS,285854004
61387006,INTERPRETS,3850002
70997004,IS_A,48694002
70997004,IS_A,286644009
70997004,INTERPRETS,285854004
70997004,INTERPRETS,3850002
17029006,IS_A,106131003
17029006,INTERPRETS,285854004
17029006,INTERPRETS,3850002
18963009,IS_A,106131003
18963009,INTERPRETS,285854004
18963009,INTERPRETS,225659000
18963009,INTERPRETS,3850002
225006001,IS_A,18963009
225006001,IS_A,285849008
225006001,INTERPRETS,285854004
225006001,INTERPRETS,225659000
225006001,INTERPRETS,225007005
225006001,INTERPRETS,3850002
225653004,IS_A,18963009
225653004,INTERPRETS,285854004
225653004,INTERPRETS,225659000
225653004,INTERPRETS,3850002
225654005,IS_A,18963009
225654005,INTERPRETS,285854004
225654005,INTERPRETS,225659000
225654005,INTERPRETS,3850002
225656007,IS_A,18963009
225656007,INTERPRETS,285854004
225656007,INTERPRETS,225659000
225656007,INTERPRETS,3850002
225657003,IS_A,18963009
225657003,INTERPRETS,285854004
225657003,INTERPRETS,225659000
225657003,INTERPRETS,3850002
247800004,IS_A,18963009
247800004,INTERPRETS,285854004
247800004,INTERPRETS,225659000
247800004,INTERPRETS,3850002
247801000,IS_A,247800004
247801000,INTERPRETS,285854004
247801000,INTERPRETS,225659000
247801000,INTERPRETS,3850002
247802007,IS_A,247800004
247802007,INTERPRETS,285854004
247802007,INTERPRETS,225659000
247802007,INTERPRETS,3850002
286641001,IS_A,18963009
286641001,INTERPRETS,285854004
286641001,INTERPRETS,225659000
286641001,INTERPRETS,3850002
307076007,IS_A,18963009
307076007,INTERPRETS,285854004
307076007,INTERPRETS,225659000
307076007,INTERPRETS,3850002
20602000,IS_A,365462008
20602000,IS_A,106131003
20602000,IS_A,225652009
20602000,INTERPRETS,247791000
20602000,INTERPRETS,247752005
20602000,INTERPRETS,285854004
20602000,INTERPRETS,3850002
162719003,IS_A,162715009
162719003,IS_A,20602000
162719003,INTERPRETS,247752005
162719003,INTERPRETS,247791000
162719003,INTERPRETS,285854004
162719003,INTERPRETS,3850002
24936000,IS_A,225652009
24936000,IS_A,106131003
24936000,INTERPRETS,247791000
24936000,INTERPRETS,285854004
24936000,INTERPRETS,3850002
25467004,IS_A,106131003
25467004,INTERPRETS,285854004
25467004,INTERPRETS,3850002
27596001,IS_A,106131003
27596001,INTERPRETS,285854004
27596001,INTERPRETS,3850002
30819006,IS_A,106131003
30819006,INTERPRETS,285854004
30819006,INTERPRETS,3850002
33314005,IS_A,106131003
33314005,INTERPRETS,285854004
33314005,INTERPRETS,3850002
35209006,IS_A,106131003
35209006,INTERPRETS,285854004
35209006,INTERPRETS,3850002
367545001,IS_A,106131003
367545001,INTERPRETS,285854004
367545001,INTERPRETS,3850002
231508009,IS_A,279622009
231508009,IS_A,367545001
231508009,INTERPRETS,285854004
231508009,INTERPRETS,3850002
247829002,IS_A,247828005
247829002,IS_A,367545001
247829002,INTERPRETS,285854004
247829002,INTERPRETS,3850002
247831006,IS_A,247828005
247831006,IS_A,367545001
247831006,INTERPRETS,285854004
247831006,INTERPRETS,3850002
191728008,IS_A,247845000
191728008,IS_A,367545001
191728008,INTERPRETS,285854004
191728008,INTERPRETS,3850002
225626003,IS_A,247845000
225626003,IS_A,367545001
225626003,INTERPRETS,285854004
225626003,INTERPRETS,3850002
225625004,IS_A,225626003
225625004,INTERPRETS,285854004
225625004,INTERPRETS,3850002
404910002,IS_A,225626003
404910002,IS_A,401269004
404910002,INTERPRETS,285854004
404910002,INTERPRETS,3850002
225627007,IS_A,286568007
225627007,IS_A,367545001
225627007,INTERPRETS,285854004
225627007,INTERPRETS,3850002
225629005,IS_A,247845000
225629005,IS_A,367545001
225629005,INTERPRETS,285854004
225629005,INTERPRETS,3850002
225628002,IS_A,225629005
225628002,INTERPRETS,285854004
225628002,INTERPRETS,3850002
225632008,IS_A,247845000
225632008,IS_A,367545001
225632008,INTERPRETS,285854004
225632008,INTERPRETS,3850002
247809003,IS_A,247855001
247809003,IS_A,367545001
247809003,INTERPRETS,285854004
247809003,INTERPRETS,3850002
225646008,IS_A,247809003
225646008,INTERPRETS,285854004
225646008,INTERPRETS,3850002
247810008,IS_A,247855001
247810008,IS_A,367545001
247810008,INTERPRETS,285854004
247810008,INTERPRETS,3850002
225645007,IS_A,247810008
225645007,INTERPRETS,285854004
225645007,INTERPRETS,3850002
247811007,IS_A,247855001
247811007,IS_A,367545001
247811007,INTERPRETS,285854004
247811007,INTERPRETS,3850002
247812000,IS_A,247855001
247812000,IS_A,367545001
247812000,INTERPRETS,285854004
247812000,INTERPRETS,3850002
247813005,IS_A,247855001
247813005,IS_A,367545001
247813005,INTERPRETS,285854004
247813005,INTERPRETS,3850002
247816002,IS_A,247855001
247816002,IS_A,367545001
247816002,INTERPRETS,285854004
247816002,INTERPRETS,3850002
247817006,IS_A,247816002
247817006,INTERPRETS,285854004
247817006,INTERPRETS,3850002
247819009,IS_A,247855001
247819009,IS_A,367545001
247819009,INTERPRETS,285854004
247819009,INTERPRETS,3850002
247820003,IS_A,247855001
247820003,IS_A,367545001
247820003,INTERPRETS,285854004
247820003,INTERPRETS,3850002
247822006,IS_A,247855001
247822006,IS_A,367545001
247822006,INTERPRETS,285854004
247822006,INTERPRETS,3850002
247823001,IS_A,247855001
247823001,IS_A,367545001
247823001,INTERPRETS,285854004
247823001,INTERPRETS,3850002
247824007,IS_A,247855001
247824007,IS_A,367545001
247824007,INTERPRETS,285854004
247824007,INTERPRETS,3850002
247826009,IS_A,247832004
247826009,IS_A,367545001
247826009,INTERPRETS,285854004
247826009,INTERPRETS,3850002
247827000,IS_A,247832004
247827000,IS_A,367545001
247827000,INTERPRETS,285854004
247827000,INTERPRETS,3850002
247833009,IS_A,247832004
247833009,IS_A,367545001
247833009,INTERPRETS,285854004
247833009,INTERPRETS,3850002
247834003,IS_A,247833009
247834003,INTERPRETS,285854004
247834003,INTERPRETS,3850002
247835002,IS_A,247833009
247835002,INTERPRETS,285854004
247835002,INTERPRETS,3850002
247836001,IS_A,247833009
247836001,INTERPRETS,285854004
247836001,INTERPRETS,3850002
247837005,IS_A,247833009
247837005,INTERPRETS,285854004
247837005,INTERPRETS,3850002
247838000,IS_A,247832004
247838000,IS_A,367545001
247838000,INTERPRETS,285854004
247838000,INTERPRETS,3850002
247839008,IS_A,247838000
247839008,INTERPRETS,285854004
247839008,INTERPRETS,3850002
247840005,IS_A,247838000
247840005,INTERPRETS,285854004
247840005,INTERPRETS,3850002
247841009,IS_A,247832004
247841009,IS_A,367545001
247841009,INTERPRETS,285854004
247841009,INTERPRETS,3850002
247842002,IS_A,247832004
247842002,IS_A,367545001
247842002,INTERPRETS,285854004
247842002,INTERPRETS,3850002
247843007,IS_A,247832004
247843007,IS_A,367545001
247843007,INTERPRETS,285854004
247843007,INTERPRETS,3850002
247844001,IS_A,247832004
247844001,IS_A,367545001
247844001,INTERPRETS,285854004
247844001,INTERPRETS,3850002
247846004,IS_A,247845000
247846004,IS_A,367545001
247846004,INTERPRETS,285854004
247846004,INTERPRETS,3850002
225633003,IS_A,247846004
225633003,INTERPRETS,285854004
225633003,INTERPRETS,3850002
247847008,IS_A,247846004
247847008,IS_A,102927007
247847008,INTERPRETS,285854004
247847008,INTERPRETS,3850002
247849006,IS_A,247845000
247849006,IS_A,367545001
247849006,INTERPRETS,285854004
247849006,INTERPRETS,3850002
247856000,IS_A,286568007
247856000,IS_A,367545001
247856000,INTERPRETS,285854004
247856000,INTERPRETS,3850002
225631001,IS_A,247856000
225631001,INTERPRETS,285854004
225631001,INTERPRETS,3850002
247857009,IS_A,247856000
247857009,INTERPRETS,285854004
247857009,INTERPRETS,3850002
247858004,IS_A,247857009
247858004,INTERPRETS,285854004
247858004,INTERPRETS,3850002
247859007,IS_A,247857009
247859007,INTERPRETS,285854004
247859007,INTERPRETS,3850002
247861003,IS_A,247856000
247861003,INTERPRETS,285854004
247861003,INTERPRETS,3850002
247862005,IS_A,247856000
247862005,INTERPRETS,285854004
247862005,INTERPRETS,3850002
247864006,IS_A,286568007
247864006,IS_A,367545001
247864006,INTERPRETS,285854004
247864006,INTERPRETS,3850002
247865007,IS_A,286568007
247865007,IS_A,367545001
247865007,INTERPRETS,285854004
247865007,INTERPRETS,3850002
247870000,IS_A,247845000
247870000,IS_A,367545001
247870000,INTERPRETS,285854004
247870000,INTERPRETS,3850002
247871001,IS_A,247845000
247871001,IS_A,367545001
247871001,INTERPRETS,285854004
247871001,INTERPRETS,3850002
276242008,IS_A,247845000
276242008,IS_A,367545001
276242008,INTERPRETS,285854004
276242008,INTERPRETS,3850002
277816006,IS_A,247845000
277816006,IS_A,367545001
277816006,INTERPRETS,285854004
277816006,INTERPRETS,3850002
279926005,IS_A,286568007
279926005,IS_A,367545001
279926005,INTERPRETS,285854004
279926005,INTERPRETS,3850002
286545003,IS_A,247848003
286545003,IS_A,367545001
286545003,INTERPRETS,285854004
286545003,INTERPRETS,3850002
417620007,IS_A,162715009
417620007,IS_A,367545001
417620007,INTERPRETS,285854004
417620007,INTERPRETS,3850002
699389008,IS_A,286568007
699389008,IS_A,367545001
699389008,INTERPRETS,285854004
699389008,INTERPRETS,3850002
48079002,IS_A,106131003
48079002,INTERPRETS,285854004
48079002,INTERPRETS,3850002
279571009,IS_A,48079002
279571009,INTERPRETS,285854004
279571009,INTERPRETS,3850002
5240007,IS_A,106131003
5240007,INTERPRETS,285854004
5240007,INTERPRETS,3850002
55929007,IS_A,106131003
55929007,INTERPRETS,285854004
55929007,INTERPRETS,3850002
33624008,IS_A,55929007
33624008,INTERPRETS,285854004
33624008,INTERPRETS,3850002
75408008,IS_A,106131003
75408008,INTERPRETS,285854004
75408008,INTERPRETS,3850002
224971003,IS_A,75408008
224971003,IS_A,844005
224971003,INTERPRETS,285854004
224971003,INTERPRETS,363900007
224971003,INTERPRETS,3850002
225005002,IS_A,365208007
225005002,IS_A,75408008
225005002,INTERPRETS,225007005
225005002,INTERPRETS,285854004
225005002,INTERPRETS,3850002
285848000,IS_A,365208007
285848000,IS_A,75408008
285848000,IS_A,285850008
285848000,INTERPRETS,225007005
285848000,INTERPRETS,285854004
285848000,INTERPRETS,3850002
162726003,IS_A,162715009
162726003,IS_A,75408008
162726003,INTERPRETS,285854004
162726003,INTERPRETS,3850002
76094002,IS_A,106131003
76094002,INTERPRETS,285854004
76094002,INTERPRETS,3850002
102894008,IS_A,76094002
102894008,INTERPRETS,285854004
102894008,INTERPRETS,3850002
79015004,IS_A,106131003
79015004,IS_A,83507006
79015004,INTERPRETS,311465003
79015004,INTERPRETS,285854004
79015004,INTERPRETS,3850002
225635005,IS_A,48694002
225635005,IS_A,79015004
225635005,INTERPRETS,311465003
225635005,INTERPRETS,285854004
225635005,INTERPRETS,3850002
225636006,IS_A,79015004
225636006,IS_A,48694002
225636006,INTERPRETS,311465003
225636006,INTERPRETS,285854004
225636006,INTERPRETS,3850002
225637002,IS_A,48694002
225637002,IS_A,79015004
225637002,INTERPRETS,311465003
225637002,INTERPRETS,285854004
225637002,INTERPRETS,3850002
277829006,IS_A,225637002
277829006,INTERPRETS,311465003
277829006,INTERPRETS,285854004
277829006,INTERPRETS,3850002
247808006,IS_A,79015004
247808006,IS_A,48694002
247808006,INTERPRETS,311465003
247808006,INTERPRETS,285854004
247808006,INTERPRETS,3850002
225644006,IS_A,247808006
225644006,INTERPRETS,311465003
225644006,INTERPRETS,285854004
225644006,INTERPRETS,3850002
277818007,IS_A,247808006
277818007,INTERPRETS,311465003
277818007,INTERPRETS,285854004
277818007,INTERPRETS,3850002
277819004,IS_A,247808006
277819004,INTERPRETS,311465003
277819004,INTERPRETS,285854004
277819004,INTERPRETS,3850002
277820005,IS_A,247808006
277820005,INTERPRETS,311465003
277820005,INTERPRETS,285854004
277820005,INTERPRETS,3850002
277821009,IS_A,247808006
277821009,INTERPRETS,311465003
277821009,INTERPRETS,285854004
277821009,INTERPRETS,3850002
277822002,IS_A,247808006
277822002,INTERPRETS,311465003
277822002,INTERPRETS,285854004
277822002,INTERPRETS,3850002
277823007,IS_A,247808006
277823007,INTERPRETS,311465003
277823007,INTERPRETS,285854004
277823007,INTERPRETS,3850002
277824001,IS_A,247808006
277824001,INTERPRETS,311465003
277824001,INTERPRETS,285854004
277824001,INTERPRETS,3850002
277833004,IS_A,277824001
277833004,INTERPRETS,311465003
277833004,INTERPRETS,285854004
277833004,INTERPRETS,3850002
277834005,IS_A,277824001
277834005,INTERPRETS,311465003
277834005,INTERPRETS,285854004
277834005,INTERPRETS,3850002
277825000,IS_A,247808006
277825000,INTERPRETS,311465003
277825000,INTERPRETS,285854004
277825000,INTERPRETS,3850002
277826004,IS_A,247808006
277826004,INTERPRETS,311465003
277826004,INTERPRETS,285854004
277826004,INTERPRETS,3850002
277827008,IS_A,247808006
277827008,IS_A,225873007
277827008,INTERPRETS,311465003
277827008,INTERPRETS,285854004
277827008,INTERPRETS,3850002
277828003,IS_A,247808006
277828003,INTERPRETS,311465003
277828003,INTERPRETS,285854004
277828003,INTERPRETS,3850002
277831002,IS_A,247808006
277831002,INTERPRETS,311465003
277831002,INTERPRETS,285854004
277831002,INTERPRETS,3850002
89225005,IS_A,247808006
89225005,IS_A,386808001
89225005,INTERPRETS,311465003
89225005,INTERPRETS,285854004
89225005,INTERPRETS,3850002
401010000,IS_A,247808006
401010000,INTERPRETS,311465003
401010000,INTERPRETS,285854004
401010000,INTERPRETS,3850002
431432003,IS_A,247808006
431432003,INTERPRETS,285854004
431432003,INTERPRETS,311465003
431432003,INTERPRETS,3850002
702535006,IS_A,247808006
702535006,INTERPRETS,285854004
702535006,INTERPRETS,311465003
702535006,INTERPRETS,3850002
247825008,IS_A,79015004
247825008,IS_A,48694002
247825008,INTERPRETS,311465003
247825008,INTERPRETS,285854004
247825008,INTERPRETS,3850002
225638007,IS_A,247825008
225638007,IS_A,365957000
225638007,INTERPRETS,311465003
225638007,INTERPRETS,364644000
225638007,INTERPRETS,285854004
225638007,INTERPRETS,228465009
225638007,INTERPRETS,3850002
225643000,IS_A,247825008
225643000,INTERPRETS,311465003
225643000,INTERPRETS,285854004
225643000,INTERPRETS,3850002
277838008,IS_A,247825008
277838008,INTERPRETS,311465003
277838008,INTERPRETS,285854004
277838008,INTERPRETS,3850002
277839000,IS_A,247825008
277839000,INTERPRETS,311465003
277839000,INTERPRETS,285854004
277839000,INTERPRETS,3850002
413301003,IS_A,79015004
413301003,INTERPRETS,285854004
413301003,INTERPRETS,311465003
413301003,INTERPRETS,3850002
82248001,IS_A,106131003
82248001,INTERPRETS,285854004
82248001,INTERPRETS,3850002
87521009,IS_A,106131003
87521009,INTERPRETS,285854004
87521009,INTERPRETS,3850002
87690005,IS_A,288545008
87690005,IS_A,106131003
87690005,INTERPRETS,285854004
87690005,INTERPRETS,3850002
9066006,IS_A,106131003
9066006,INTERPRETS,285854004
9066006,INTERPRETS,3850002
281129008,IS_A,106131003
281129008,INTERPRETS,285854004
281129008,INTERPRETS,3850002
365107007,IS_A,106131003
365107007,INTERPRETS,247774004
365107007,INTERPRETS,285854004
365107007,INTERPRETS,3850002
112080002,IS_A,365107007
112080002,INTERPRETS,247774004
112080002,INTERPRETS,285854004
112080002,INTERPRETS,3850002
225455004,IS_A,112080002
225455004,INTERPRETS,247774004
225455004,INTERPRETS,285854004
225455004,INTERPRETS,3850002
11542009,IS_A,365107007
11542009,IS_A,416383008
11542009,INTERPRETS,247774004
11542009,INTERPRETS,285854004
11542009,INTERPRETS,3850002
80608005,IS_A,365107007
80608005,INTERPRETS,247774004
80608005,INTERPRETS,285854004
80608005,INTERPRETS,3850002
81548002,IS_A,365107007
81548002,INTERPRETS,247774004
81548002,INTERPRETS,285854004
81548002,INTERPRETS,3850002
281257007,IS_A,81548002
281257007,INTERPRETS,247774004
281257007,INTERPRETS,285854004
281257007,INTERPRETS,3850002
34822003,IS_A,81548002
34822003,INTERPRETS,247774004
34822003,INTERPRETS,285854004
34822003,INTERPRETS,3850002
286582007,IS_A,34822003
286582007,INTERPRETS,247774004
286582007,INTERPRETS,285854004
286582007,INTERPRETS,3850002
85949006,IS_A,34822003
85949006,INTERPRETS,247774004
85949006,INTERPRETS,285854004
85949006,INTERPRETS,3850002
307074005,IS_A,85949006
307074005,INTERPRETS,247774004
307074005,INTERPRETS,285854004
307074005,INTERPRETS,3850002
286638005,IS_A,34822003
286638005,INTERPRETS,247774004
286638005,INTERPRETS,285854004
286638005,INTERPRETS,3850002
162727007,IS_A,162715009
162727007,IS_A,34822003
162727007,INTERPRETS,247774004
162727007,INTERPRETS,285854004
162727007,INTERPRETS,3850002
405273008,IS_A,81548002
405273008,INTERPRETS,247774004
405273008,INTERPRETS,285854004
405273008,INTERPRETS,3850002
424009001,IS_A,118189007
424009001,IS_A,247845000
424009001,IS_A,365107007
424009001,INTERPRETS,405050007
424009001,INTERPRETS,285854004
424009001,INTERPRETS,3850002
365129006,IS_A,365107007
365129006,INTERPRETS,247797001
365129006,INTERPRETS,285854004
365129006,INTERPRETS,3850002
225649001,IS_A,365129006
225649001,INTERPRETS,247797001
225649001,INTERPRETS,285854004
225649001,INTERPRETS,3850002
247798006,IS_A,365129006
247798006,INTERPRETS,247797001
247798006,INTERPRETS,285854004
247798006,INTERPRETS,3850002
225648009,IS_A,365129006
225648009,INTERPRETS,247797001
225648009,INTERPRETS,285854004
225648009,INTERPRETS,3850002
247784003,IS_A,225648009
247784003,INTERPRETS,247797001
247784003,INTERPRETS,285854004
247784003,INTERPRETS,3850002
247799003,IS_A,365129006
247799003,INTERPRETS,247797001
247799003,INTERPRETS,285854004
247799003,INTERPRETS,3850002
307077003,IS_A,365129006
307077003,INTERPRETS,247797001
307077003,INTERPRETS,285854004
307077003,INTERPRETS,3850002
716397008,IS_A,365129006
716397008,INTERPRETS,3850002
716397008,INTERPRETS,247797001
716397008,INTERPRETS,285854004
365118007,IS_A,106131003
365118007,INTERPRETS,225659000
365118007,INTERPRETS,285854004
365118007,INTERPRETS,3850002
225658008,IS_A,365118007
225658008,INTERPRETS,225659000
225658008,INTERPRETS,285854004
225658008,INTERPRETS,3850002
134417007,IS_A,106131003
134417007,INTERPRETS,285854004
134417007,INTERPRETS,3850002
386782008,IS_A,106131003
386782008,INTERPRETS,285854004
386782008,INTERPRETS,3850002
191664002,IS_A,386782008
191664002,INTERPRETS,285854004
191664002,INTERPRETS,3850002
386798001,IS_A,286735002
386798001,IS_A,386782008
386798001,INTERPRETS,285854004
386798001,INTERPRETS,3850002
46460004,IS_A,386798001
46460004,INTERPRETS,285854004
46460004,INTERPRETS,3850002
1402001,IS_A,106131003
1402001,INTERPRETS,285854004
1402001,INTERPRETS,3850002
225634009,IS_A,1402001
225634009,INTERPRETS,285854004
225634009,INTERPRETS,3850002
247828005,IS_A,1402001
247828005,INTERPRETS,285854004
247828005,INTERPRETS,3850002
247830007,IS_A,247828005
247830007,INTERPRETS,285854004
247830007,INTERPRETS,3850002
247832004,IS_A,1402001
247832004,INTERPRETS,285854004
247832004,INTERPRETS,3850002
247845000,IS_A,1402001
247845000,INTERPRETS,285854004
247845000,INTERPRETS,3850002
102918006,IS_A,247845000
102918006,IS_A,386808001
102918006,INTERPRETS,285854004
102918006,INTERPRETS,3850002
102922001,IS_A,247845000
102922001,IS_A,386808001
102922001,INTERPRETS,285854004
102922001,INTERPRETS,3850002
